LONGITUDE,LATITUDE,DATE,DEPTH,TCARBN,ALKALI,pH_predicted
-102.9987,-65.2488,20080211,4922,2135.2,2283.5,7.785312105
175.1848,-34.8262,20071222,1440,2139.4,2302.7,7.798496388
155,27.5,20010702,6043,2013.5,2280.3,8.050851327
155,27,20030316,5920,2166.6,2279.1,7.685525065
-138.4933,70.002,20000916,253,2140.5,2247.9,7.659612546
-102.99,-61.485,19940303,5143,2153.4,2278,7.706043983
164.991,47,20050929,5899,2044.1,2220.2,7.923601037
-150,-18,20050111,3351,2283.3,2366.1,7.608563731
-170.002,-20.0003,19960225,5294,2257.7,2366,7.611769275
165.8358,-30.0828,20030809,2412,2041.5,2332.8,8.07710329
155,35,20041120,5660,2073.5,2272.4,7.909060456
-157.9115,54.2897,19930612,3541,2057.4,2201.9,7.818332321
155,9,20070302,5309,2320.4,2410.9,7.600505352
-150.0005,-51.5,20050131,4371,2117,2280.8,7.831682971
164.991,47,20050929,5899,2343.6,2413.2,7.563861101
-109.9967,17.5017,19940423,3468,2292.3,2307,7.409533684
155,9,20070302,5309,2303.1,2344.6,7.524838384
-170.0022,-32.5022,19960218,5501,2259.7,2369.3,7.612470019
-149.0013,29.9902,19940203,5661,2344,2342,7.493515935
-135.7345,47,20070826,4141,2386,2421.7,7.512422613
-170.0043,-36.0033,19960216,5050,2261.8,2370.9,7.611592178
-152.0002,46,20060324,5230,2365.8,2365,7.479292673
-137.322,-32.509,20030916,4311,2287.5,2390.6,7.621553489
-135.0027,40.5033,19930527,4220,1990.6,2200.2,7.982183316
-110.3268,-0.3358,19940414,3810,2175.6,2297,7.668008605
177.6367,-20.3723,20071215,2975,1936.4,2293.5,8.161971122
178.9958,1.0053,20071130,5728,2340.4,2421.2,7.58955818
-126.6665,48.6502,20040219,1354,1994.6,2199.6,7.994537816
-102.9983,-33.495,19940319,3594,2009.5,2294,8.080426916
175,42.0002,20010829,5607,2103,2251,7.899012731
-150.0003,-34.9993,20050121,5221,2305.1,2394.9,7.598190734
155,44,19991018,5313,2376.1,2375.9,7.501695463
-170.431,47.0058,19990605,5632,2062.1,2188.8,7.829428172
-103.001,-19.9153,20080112,4091,2080.4,2377.4,8.046065071
147.8202,36.4902,20050602,5766,2330.4,2423.4,7.602114262
-110,17,19940422,3521,1919,2244,8.129412712
155.1,41,20070921,5418,2084.6,2268,7.900636776
175.8347,-30.08,20071220,4256,2311.5,2406.5,7.612445006
165.002,40.001,19990520,5470,2047.3,2265.3,8.000607821
-152,29,20060315,5508,2239.7,2288.4,7.505599788
-170.8948,-37.3105,19960215,5112,2082.4,2308.1,7.955724907
146.5743,1.505,20050622,4482,2333.8,2426.4,7.607464747
162.5,49,20081022,5602,2319.8,2411.8,7.613137416
-103.0003,-56.083,20080206,4545,2131.1,2277.9,7.793885284
136.1902,24.2358,20060106,4363,2344.1,2402.9,7.569250394
162.103,29.9958,20040706,5934,2368.3,2378.3,7.488039643
177.4658,-21.4242,20071216,3800,2306,2403.8,7.616036815
-155.6653,-17.499,20090527,4822,2183,2290.2,7.650367233
-138.8032,24.249,20051109,5180,2367,2420.1,7.525351385
-102.9995,-42.0818,20080129,3829,2098.5,2268.3,7.859262152
169.5138,24.2663,20051221,6138,2294.6,2399.2,7.630564866
155,33.5,20010705,5833,2153.6,2277.6,7.720803603
-103,-40.9833,19940315,4058,2281.1,2368,7.603402043
169.995,34.999,19971129,5446,2324.1,2411,7.586960522
155,27.5,20041123,6044,2362.4,2407.8,7.528128983
-171.9133,-32.503,20030821,4133,2161.7,2284.1,7.698564285
-147.8333,-17.5,19940511,3918,2283,2364,7.684654706
-151,2,20060222,4360,2345.9,2414.5,7.55975822
-135.0027,40.5033,19930527,4220,2375.3,2427.7,7.514384137
-168.7492,-5.0007,19960304,5534,2039.8,2352.4,8.102245551
-150.0003,-34.9993,20050121,5221,2151.8,2281.9,7.725607664
-168.7493,-1.4173,20010703,5816,2283.1,2384.5,7.621928991
155,44,19971115,5266,2326.5,2413,7.585296061
-158.1048,54.3738,20010825,2572,1982.7,2194.1,8.024472285
155,21,20030312,1885,2042.6,2279.3,8.015739944
-168.7507,-6.0007,19960304,5629,2313.9,2415.6,7.601850009
-150.0007,-62.4978,20050206,3344,2190.7,2307.3,7.656737467
-110.3348,-1.3335,19940412,3820,2262.1,2308,7.457825384
-110.3333,3.5,19940416,3930,2302.1,2328,7.420659954
155,30,20030317,5708,2344,2410.8,7.557454265
175,-19.8867,19960426,2931,2025,2338,8.123078527
-150.4967,-28.4967,19910818,4758,2172,2298.9,7.68681064
-179.4675,60.1602,20060911,997,2019.9,2229.7,7.977623035
175,12.9967,19940423,5634,2271,2380,7.623883789
178.9995,-7.0002,19930824,5497,2321,2403,7.571854135
-170.328,-9.6962,19940208,4318,2312.3,2404.4,7.58963792
155,38,20040811,6011,2346.8,2414.4,7.552906783
-149.9998,-46.9998,20050128,5081,2133.9,2280.3,7.792071871
-103.0005,-35.0842,20080126,3561,2121.8,2271.8,7.815777187
179.0053,28.9912,20071107,5358,2094.5,2274.2,7.870567561
159.9848,29.9967,19950928,5680,2351,2350,7.551258868
164.0103,31.999,20001024,5980,2380,2410,7.55296249
-167.1653,24.0932,20051201,3039,2349.3,2419,7.569754772
-102.9998,-45.5842,20080131,3879,2280,2374.6,7.612111366
-150,-49.9985,20050130,4183,2244.6,2328.9,7.529000412
-169.6667,-17.5,19940530,4955,2260.4,2367.8,7.606110246
-158.7982,72.9013,20020909,405,2225.8,2300.5,7.555334689
178.9905,7.501,19930805,5647,2287.3,2396.1,7.623655057
-102.5413,-68.909,20080214,4106,2223.9,2317.7,7.57800502
155,41,19990610,5529,2103.1,2264.3,7.870099578
-168.5015,66.5007,20020905,53,1983.2,2162.2,8.000361326
-101.321,-32.5117,20030929,3601,2285.5,2360.4,7.613193681
179.0012,20.0012,19930729,4033,2113.6,2270.4,7.821064763
178.9895,48.9933,20071021,4756,2329.4,2420.6,7.603813068
-178.6027,29.9925,20040716,5139,2129.4,2271.6,7.808058151
-100.003,-32.5027,20030930,3752,2178.7,2291.2,7.658017646
160.1,46.9,20060622,5212,2349.2,2329.9,7.472549355
-152.0003,18.0003,20060301,5079,2245.4,2291.9,7.482894959
155,44,19980721,5309,2355.8,2315.7,7.479880966
-168.222,47.0018,19990606,5513,2374.5,2408.4,7.481229182
-138.6703,-32.5085,20030915,4552,2043.7,2313.6,8.053666309
177.0052,-30.5747,20030814,4297,2135.8,2287.5,7.779603502
147.0117,39.0233,20010817,5365,2359,2367,7.567076375
160.0203,47.0085,20071014,5195,2319.7,2416.3,7.61134964
170.056,29.9967,20040710,5523,2279.4,2312.4,7.428274931
155,8,20041202,3853,2272.8,2320.2,7.450848351
149.3267,12.5042,20050617,5921,2301.2,2404.8,7.631127662
-103,-59.2502,20080208,4750,2257.9,2347.2,7.595231796
-102.9993,-32.167,20080124,3599,2036.3,2297.7,8.050298123
-168.7402,-4.4887,19941102,5394,2271.2,2309.9,7.456937566
175.002,36.0008,20010902,5076,2327,2409,7.650405782
155,44,20040814,5305,2357.8,2413.3,7.53818002
-102.9867,-64.4983,19940301,4978,2147,2288,7.727500134
155,7,20070301,4239,2309.8,2406.5,7.614844088
-176.002,61.9935,20060910,101,1941.1,2144.7,8.040909964
-169.9995,-17.9997,19960226,4893,2232.6,2330.7,7.551385935
155,38,20060705,6026,2056.4,2278,7.975621713
-108.6418,-6.1548,19940409,3293,2316.4,2366,7.583774279
145.4867,29.9998,20040628,5888,2374.4,2397.2,7.494468343
-150.0017,-52.0005,20050131,4475,2259.8,2346.2,7.585843947
-168.7498,-0.0013,19960306,5542,2310.2,2378.2,7.605754959
155,33,20070315,5319,2009.7,2280.1,8.073700952
166,52,20040820,3564,2353.3,2411.4,7.53894383
164.9873,1.503,19921013,4155,2073.5,2302.8,7.910933151
155,42,20070923,5438,2374.7,2407.5,7.501735718
156.8488,29.9985,20040704,5707,2068.9,2277.8,7.944155588
147.4028,30.7,19931105,6208,2004,2297.2,8.065577
-152.6597,55,20060328,4199,2254.5,2269.6,7.407139764
178.9922,24.0078,20071111,5743,2033.1,2301.6,8.059381164
-144.8305,-32.5167,20030902,5279,2266.3,2343.2,7.583017447
-102.9868,-40.5035,19940315,3901,2039.2,2256,7.988333076
149.3352,26.4927,20050609,6077,2341.5,2418.6,7.58548952
-130.6657,48.9707,20040604,3227,2181.1,2236.3,7.516556532
-149.9997,-22.9997,20050114,4813,2143,2276.6,7.748518053
154.9173,44.0007,19990811,5358,2375,2353,7.519247275
-102.9997,-57.2503,20080207,4288,2112.9,2281.2,7.849689531
173.2687,-62.0007,19960114,4450,2254.3,2361.2,7.612516587
-151.16,5.9998,20060224,4992,2325.1,2359.8,7.584925136
155.1,30,20070314,5880,2333.8,2415,7.587016484
176.3335,-17.8312,20090607,3121,2307.5,2396.5,7.604349207
-149.9998,-30,20050118,4270,2304.8,2392,7.596919697
-146.6477,29.9985,20040813,4987,2371.6,2390.6,7.493844689
177.3278,-22.1993,20071216,4170,2305.1,2405.3,7.617600165
155,38,20060705,6026,2337.6,2349,7.489090678
-142.0045,71.2572,20020917,2829,2162.8,2243.3,7.586541648
154.97,44.02,20000117,5315,2278.7,2278.6,7.400870746
-173.03,-40.3952,20010601,4742,2215.6,2314.7,7.591379551
-152,29,20060315,5508,2183.1,2274.7,7.594739785
175.0002,46.9983,19940601,5580,2322,2291,7.36339293
165.0012,28.0042,20001027,5680,2372,2392,7.540955882
149.325,14.5083,19931025,5300,2242.2,2295.7,7.470916656
149.1608,8.0065,20050619,2996,2342.8,2414,7.574004507
147.2133,3.5082,20050621,4605,2326.5,2422.9,7.614218881
150,38,19981127,6032,2340.2,2415.1,7.564870994
155.0005,20.003,19990828,5688,1939,2293,8.232232011
-148.8975,29.9975,20040812,5293,2152.9,2273.7,7.707146024
-107.2502,-67.0005,20080216,4643,2255,2339.5,7.610955225
-102.9987,-56.6668,20080206,4131,2159.6,2283,7.705962829
155,44,20060529,5312,2375.4,2396,7.487112078
155,9,20041202,5306,2342,2410,7.564477991
-150.475,71.3403,20000922,764,2164.9,2292,7.708426582
-138.6478,49.5665,20060210,3972,2016.7,2185.8,7.929365948
175.0013,39.9992,20010830,4882,1972,2245,8.132664208
-157.5967,54.1197,19930611,5475,2335.6,2321.2,7.345441243
-103,-25.1667,20080115,3297,2264,2326.2,7.460319131
-109.9905,5.0345,20071226,3961,2259.2,2302.9,7.483833189
156.626,45.0632,19990527,4864,2386.4,2374.8,7.461124743
-167.4882,-32.5002,20030824,5726,2296.2,2383.6,7.614674781
-123.8892,29.0495,20051104,4392,2372.5,2412.3,7.511282033
139.9948,24.0035,19981010,4240,1983,2298,8.167439402
-165.1168,29.9947,20040801,5363,2370.9,2418.8,7.51521874
-172.706,46.9957,20070816,5792,2335,2329.2,7.388390702
-151.7553,8.9427,19910922,5060,2254.7,2305.1,7.470250027
-147.8333,-17.5,19940511,3918,2290,2384,7.685196287
155,44,19991018,5313,2354.7,2330.8,7.491795756
155,41,20030306,5518,2351.9,2415.7,7.545043463
-75.9923,-32.498,20031009,4221,2266,2322.8,7.45648517
179.0002,47.0017,19930713,5663,2329.5,2423.7,7.595552891
-149.9997,-33.499,20050120,5364,2050.7,2305.8,8.000793611
-174.3327,-32.493,20030820,5832,2055.4,2324.7,8.048260301
-169.9987,-50.0062,19960128,5340,2256,2367.2,7.61205063
-161.256,25.8452,20051119,4996,1985.7,2321.7,8.170248002
171.516,-30.0957,20030812,2254,2189.8,2303.1,7.654136931
147.0007,14.9995,19980927,5245,2040,2292,8.059196628
129.2903,24.2718,20060111,4338,1969.1,2283.2,8.146435301
156.172,44.258,19990527,5409,2055.9,2235.1,7.917592893
-170.002,-20.4985,20010614,5735,1958.6,2318.7,8.186981676
178.9975,25.9938,20071109,5525,2303.9,2402.8,7.631434152
-103.0003,-43.2517,20080130,3759,2137.2,2276.8,7.773028648
-103.0007,-19.3323,20080112,4078,2320.6,2418,7.586869878
-177.9937,-32.5142,20030818,5889,2261.1,2364.5,7.622606026
147.4028,30.7,19931105,6208,2323.9,2445.5,7.647850312
179.0148,24.9998,20071111,5701,1974.5,2313.7,8.172584001
174.5113,-30.072,20030813,3739,2037.7,2334.6,8.091126273
-174.297,-43.8483,20010531,954,2065.3,2305,7.986151149
-90.6687,-32.5072,20031003,3699,2093.3,2265.6,7.863435832
-179.4675,60.1602,20060911,997,2153.7,2236,7.595468577
165.003,17.9982,20001112,5451,2291,2394,7.673486203
-103,-31.4917,19940320,3529,2210.2,2296,7.55995478
-151,-2,20060220,4712,2249.8,2306.2,7.520288399
-175.6732,56.979,20071026,3482,2387.7,2429.2,7.505587284
-158.5025,54.5987,20010825,547,2050.5,2185.2,7.856069163
156.203,44.517,19990527,4858,2098.4,2231.3,7.852718725
-134.6667,-16.75,19940506,4442,2012.7,2390,8.231426823
178.9993,-0.9993,19930819,5472,2278,2383,7.606318347
155.0007,15.9995,19990911,4950,2322,2360,7.638978935
156.919,-30.0838,20030806,4873,2086.3,2316,7.967482172
146.9995,24,19990917,5883,2357,2401,7.587558947
175.51,44.513,19990804,5701,2025,2221.5,7.949980962
175,9.9983,19940425,5456,1891,2246,8.145737364
-172.8333,-17.5015,20010620,4380,1953.6,2315.3,8.196256022
-110.335,5.5,19940417,3932,2234.5,2297,7.505193782
155.3478,30.0005,20040703,5765,2291.1,2321,7.427162632
160.1,46.9,20060622,5212,2313.9,2299.7,7.375026129
144.8897,-3.8892,20050627,1390,2080.1,2339.9,8.005892432
-82.6695,-16.75,19940406,4714,2329,2381,7.568344499
154.9583,-24.5388,19940619,4380,2266.1,2374.4,7.610353038
164.5983,18.6648,19921002,5238,2294,2397,7.626920568
-167.0015,-17.4962,20090531,5578,2072.2,2379.3,8.049666863
146.2993,53.4987,19930914,1740,2223.5,2262.7,7.50999044
178.9923,34.4923,20071105,3152,1963.1,2260.2,8.110942335
-174.4433,24.2438,20051205,5068,2274.8,2306.1,7.454207624
-151.9993,49.0002,20060325,4980,2050.7,2200.2,7.850422592
160.0642,24.27,20051225,5522,2078.4,2273,7.905978352
165.0055,19.9978,20001101,5345,2339,2390,7.622814827
-153.0028,-17.4972,19940523,4483,2082.3,2354.7,8.031374689
147.4117,30.0145,19940117,6217,2315,2406,7.587196579
179.0007,-0.9942,20071203,5476,2246.1,2306.5,7.520827208
-130.6685,48.9707,20040221,3149,2121.7,2228.9,7.77809468
164.0753,29.9985,19940122,5954,2130,2277,7.786392325
174.9842,32.0033,19960922,5286,2330,2412,7.612898131
-110.3265,-4.4952,19940410,3833,2307.9,2366,7.604640149
155,38,20060705,6026,2366.6,2409.5,7.502454051
-103.0017,-19,19940401,4085,2322.8,2416,7.581925395
-164.3343,-10.6837,19940203,3382,1909.1,2275.5,8.165903629
145.0667,40.5125,20050528,5778,2353,2342.5,7.516804818
-177.213,47.004,19990604,5845,2242.5,2277.1,7.490478393
160.0203,47.0085,20071014,5195,2037,2216.1,7.936819188
155,3,20070227,2797,2278.9,2329.7,7.460832644
-152,53,20060327,4446,2374.6,2377.5,7.476759434
165,40.02,20000129,5508,2277.9,2301.8,7.433936004
155.0012,24.001,19990826,5486,2310,2404,7.664371756
155.002,43.984,19990510,5342,2115.6,2246.1,7.817881149
-138.6703,-32.5085,20030915,4552,2143,2285.9,7.759043379
-164.9832,27.0167,19941004,4820,2355.6,2407.5,7.542746125
149.3333,11.1612,19931023,5813,2247.2,2308.4,7.48489272
177.5898,30.002,19940125,5341,2375,2400,7.474870585
-102.9997,-12.9155,20080108,4353,2169,2290.6,7.681585112
178.9972,-6.4958,20071208,5352,2299.3,2368.6,7.623057697
-170.9115,-9.65,19940212,3900,2311.9,2409.6,7.59351781
148.6847,6.9983,20050619,3389,2330.6,2421.1,7.603190723
-168.7473,-8.4995,20010629,5258,1978.5,2344.2,8.196309145
-102.9997,-49.8333,19940310,4186,2147.8,2276,7.713783999
-102.9995,-67.2505,20080213,4674,2254.6,2354.4,7.613232979
-127.5927,26.1828,20051105,4554,2319,2323.7,7.38326187
155,44,20000523,5308,2314.1,2298.6,7.378352433
-150.0003,-27.0002,20050116,4660,2054.3,2325.3,8.044985992
-102.9993,-59.7507,20080208,4895,2259.4,2360.8,7.614157739
165.0082,33.9948,20001022,6084,2311,2410,7.668796893
155,19,20041127,5660,2306.5,2402.1,7.60964313
-85.339,-32.4997,20031005,4010,2081.1,2264.5,7.895614824
-149.9983,-64.001,20050207,3237,2263.1,2352.5,7.590593161
-145.4755,24.3025,20051113,5172,2308.3,2410.3,7.62722042
164.9075,0.0242,19921014,4301,2288.7,2353.6,7.584840832
177.4658,-21.4242,20071216,3800,2261.7,2357.6,7.619143946
-179.4295,46.9947,20070815,5721,2345.6,2329.9,7.478297106
154.9583,-24.5388,19940619,4380,2261.5,2359.1,7.608728628
-149.9992,-35.5,20050121,5325,2043.7,2306.1,8.029241934
155.0002,26.0012,19990824,5674,1996,2281,8.159595539
178.9993,5.4932,19930807,5705,2286.6,2393.7,7.622062041
140.5255,30.0005,20040624,2496,2299.9,2330.9,7.435826847
-110.3333,3.5,19940416,3930,2232,2294,7.512603075
169.992,49.995,19971123,4084,2337,2306,7.319839266
155,44,20010607,5297,2374.8,2405.7,7.49998923
-134.8513,-32.467,20030916,4365,2038.1,2309.8,8.060485583
147.006,41.9923,19980825,6514,2365,2397,7.525999876
179.0012,20.0012,19930729,4033,2086.2,2266.6,7.866714518
161.55,-21.9667,19940616,1625,2038.4,2338.2,8.086173141
-151.0002,-7.9998,20060218,4629,2283.4,2386.8,7.616898074
170,57,20040824,1307,2180,2249.9,7.566440783
155,44,19991013,5313,2362.4,2332.9,7.508288564
-164.9832,27.0167,19941004,4820,2329,2434,7.623956859
-152.0003,22.0003,20060312,5156,2347.6,2380.5,7.537452361
153.9117,29.9948,20040702,5813,2357.4,2369.8,7.525916062
155,44,20081031,5330,2237.3,2266.8,7.484389873
-134.67,49.28,19960512,3720,2062.8,2249.7,7.905012507
-170.602,-9.5953,19960309,4038,2309.5,2410,7.59689833
-155.6217,53.1242,20010823,4472,2297.3,2295.6,7.398890493
129.9698,8.9875,19960624,5865,2336.9,2408.7,7.593306284
-168.3333,-17.5,19940530,4767,2265.3,2367.7,7.605160749
160.0203,47.0085,20071014,5195,2342.9,2419.7,7.576571672
-169.991,-27.0047,19960221,5214,2314.6,2409,7.588746436
-136.6695,-16.75,19940507,4301,2150.9,2285,7.788943277
-157.3633,53.9847,19930610,5509,2306.7,2293.3,7.359934804
165.0002,43.9993,20000921,5715,2347,2412,7.601948078
-110.0008,13.8333,20071222,3519,2282.5,2310.8,7.427206635
178.9955,48.9953,19930712,4764,2371,2356.1,7.465719355
-170.0032,-24.5005,20010611,5776,2260,2361.6,7.612777149
151.4697,41.9402,20070801,5157,2363.8,2417,7.537667539
168.0858,30.0007,20040709,5818,2363.3,2413.3,7.524374003
162.261,47.007,19990529,5804,2088.5,2235,7.843628203
146.7868,2.2538,20050622,4620,2331,2402.8,7.597002547
-162.489,-32.5002,20030827,5067,2237.4,2325.9,7.546071539
-171,-17.5,19940531,5100,2194.4,2297.9,7.62473529
-152.5428,51.4907,19930608,4607,2360,2415.8,7.522637523
149.031,24.2407,20050610,5787,2356.6,2386.9,7.543301998
147.0182,30.0678,20001016,6197,1927,2257,8.203879221
155.1,41,20070921,5418,2282.9,2303.4,7.41218918
-160.3612,46.9975,20070820,5128,2373.3,2420.4,7.51794469
-75.7528,-16.375,19940403,4266,2322,2363,7.574975554
-164.9978,30.0067,19941003,5308,2362.1,2417.9,7.544856562
-103.001,-19.9153,20080112,4091,2321.8,2420,7.589406458
162.8522,30.0008,20040707,5988,2267.9,2308,7.443990964
174.9843,33,19930824,4477,1980,2288,8.09574993
-164.9832,27.0167,19941004,4820,2344.8,2435.6,7.602148105
-168.222,47.0018,19990606,5513,2267.5,2273.2,7.427989105
-102.9983,-43.0033,19940314,3827,2126.8,2276,7.788504865
178.9937,-0.2457,19930819,5392,2343,2427,7.568093088
179.0023,3.5013,20071128,5493,2348.4,2419.1,7.573038497
-110.0002,-2.9993,20080101,3770,2325.7,2423.2,7.612571983
177.4658,-21.4242,20071216,3800,2141.9,2284.4,7.756027987
171.9455,24.239,20051220,5834,2301.4,2403.4,7.626917678
-168.7473,-7.501,20010629,5410,1980.4,2337.2,8.194161199
-134.67,49.28,20070212,3720,2029,2175,7.903103473
178.9987,-2.746,20071205,5500,2107.8,2368.1,7.977325033
-165.9802,47.0118,20070818,5338,2360.8,2420.5,7.551168169
178.9987,33.9918,19930721,2256,2373.2,2416.6,7.499234307
-169.9995,-17.502,19960226,5002,2280.2,2367,7.606472485
-103.0003,-29.2492,20080123,3177,2054.4,2344.9,8.060594482
-103.0003,-21.6665,20080113,4040,2076.9,2378.6,8.052543407
-134.69,49.27,19990618,3719,2297.7,2312.1,7.41141341
178.9975,-10.0058,20071210,4755,2266.4,2339.4,7.579075975
-126.66,48.65,20080202,1354,2016.4,2167.9,7.92458321
160,46.9,20070924,5151,2121.3,2231,7.783560824
-109.9967,17.5017,19940423,3468,2346.2,2346,7.509832048
145.359,-2.7452,20050626,1631,2170.9,2302.6,7.71109864
155,38,20030322,6032,2131,2267.7,7.795176505
155,36.5,20010630,5733,2244.5,2298.3,7.48948696
-107.0947,-7.0833,20080105,3183,2287.1,2350.3,7.561088231
-150.9985,-0.0047,19910915,4342,2169.7,2304.6,7.708207929
170.7,14.1,20030529,5625,2351.5,2415.1,7.54686728
-172.8333,-17.5015,20010620,4380,2064.5,2341.6,8.030348461
178.9922,-14.9975,19930828,2348,2045,2365,8.073166982
-151.0018,1.9958,19910917,4412,2262.8,2314.8,7.464460817
179.0012,20.0012,19930729,4033,2353.9,2401.1,7.530865032
149.3185,13.8413,20050616,5990,2313.9,2413,7.624413606
144.3233,30.0062,20040627,5677,2364.9,2411,7.50573033
170,57,20040824,1307,2355.2,2327.8,7.469644004
169.2613,49.0005,19990727,3516,2318.2,2323.6,7.374106497
-150,-44.5,20050126,5181,2130.8,2281,7.796052328
-102.9868,-40.5035,19940315,3901,2054.8,2261,7.953860473
155.5432,-30.2955,20030805,4860,2267.3,2365,7.620789538
155,31,20070315,5573,2116.9,2278.2,7.831667988
155,38.9,20060706,5761,2357,2412.1,7.53548904
152,42,19981103,5275,1983,2213.6,8.052036264
170.056,29.9967,20040710,5523,2159.8,2275.1,7.673018495
164.9992,28.034,19921005,5732,1994.9,2286.5,8.081387271
179.0007,-10.002,19930826,4755,2286,2385,7.597276773
155,32,20041122,4464,2241.6,2296.4,7.490383469
160,42,20060610,5595,2289.4,2301.6,7.404324637
-113.3403,-16.7523,20090505,3004,2321.7,2373.1,7.577972528
169.5138,24.2663,20051221,6138,2351.6,2416.2,7.55788027
178.9923,8.4963,19930804,6091,2284.5,2388.1,7.623257825
147.001,36.0037,19980828,5598,2310,2417,7.650623174
-156.4938,-32.5067,20030829,5306,2073.2,2317.5,7.998216504
170.7,14.1,20030529,5625,2302.1,2337,7.524856553
-104.1742,-9.166,20080106,3698,2335.6,2423.9,7.595240107
179.2755,50.4827,20071022,6967,2365.1,2355.9,7.48711855
-82.0027,-16.7437,20090421,4548,2331.9,2419.1,7.580944093
160.178,47.116,20050924,5190,2037.8,2231.3,7.94612088
-109.9983,14.0017,19940421,3275,2352.4,2431,7.566555061
155,38,20070322,6012,2313.4,2407.5,7.612985251
-155.5228,29.992,20040809,5623,2370,2370.5,7.495635944
-169.6667,-17.5,19940530,4955,2260.6,2366.3,7.606110246
-168.67,-7.7467,19960308,5289,2311.2,2411.1,7.602253082
175.002,36.0008,20010902,5076,2359,2408,7.591329534
-129.8327,29.9835,19940207,4931,2025,2269,8.012387348
-110.335,2,19940415,3772,2327.5,2368,7.576845007
-150.0003,-26.0002,20050115,4808,2010.1,2320,8.132975156
-152,40,20060320,5177,2323.7,2334.2,7.461361635
147.2138,40.6267,20070729,5292,2188.5,2261.1,7.572710301
-145,50.0012,20060928,4259,2083.4,2209.2,7.852300813
-85.6667,-16.75,19940411,4522,2329,2405,7.573997325
-150,-20,20050112,4602,2241,2325.3,7.536219665
175.0002,29.9933,19930523,5385,2027,2280,8.016599963
-157.4922,24.2767,20051117,4484,1992.3,2326.2,8.163971581
-130.1137,30.0005,20040820,4681,2358.1,2432.9,7.569608097
155,23,20030311,5184,2341.2,2407.9,7.567285301
174.9848,36.0033,19950828,5075,2351,2350,7.560796096
155,5.1,20041203,3503,2335,2392.6,7.575770683
-134.6668,49.2828,20060209,3720,2156.3,2234.6,7.582521011
155,43,19950811,5392,2347,2412,7.576414783
179.0013,42.966,20071101,5656,2325.8,2422.9,7.612562473
-130.66,48.97,19970224,3230,2288.4,2333.2,7.54510803
155,44,20030223,5320,2323.4,2411,7.595379295
143.1773,30,20040626,5953,2368.5,2384.1,7.488612536
178.9955,48.9953,19930712,4764,2388.3,2400,7.46545696
169.5738,46.9858,20071017,2401,2372.4,2416.4,7.51559922
-178.5973,53.0012,19930709,3709,2068.9,2238.7,7.861364328
174.9848,-6,19940502,5518,1907,2287,8.167427286
-95.9957,-32.5,20031002,3966,2027.3,2284.2,8.04240292
165.0247,32.6982,19920908,6019,2304.5,2407.3,7.615176918
-127.5927,26.1828,20051105,4554,2348.8,2434.4,7.586725428
162.8522,30.0008,20040707,5988,2308,2406.2,7.611159865
155,8,20070301,3843,2282.7,2327.2,7.446636645
137.7588,29.9978,20040620,4006,2350.1,2389.5,7.549316872
175,21,19940420,3560,2002,2306,8.087445803
147.852,5.0072,20050620,4111,2244.4,2308.3,7.513938734
-171,-17.5,19940531,5100,2305.1,2383.2,7.58193493
155,44,20060626,5316,2086.3,2244.8,7.88208703
155.0318,41.9905,19990814,5440,2383,2386,7.52518333
-170,-12.9987,19960229,4949,2301.2,2390.2,7.600139424
158.1187,-23.317,20090615,2448,2277,2366.1,7.61186168
163.2885,24.2745,20051224,5755,2342.1,2417,7.576205173
-177.9937,-32.5142,20030818,5889,2263.2,2363.4,7.620042171
-141.2313,44.9488,20010815,4396,2021.3,2188,7.919652021
-139.0845,43.6217,19930530,4113,2375.4,2425.3,7.506910574
-110,12.0833,20071223,3728,2262.2,2302.7,7.454252679
-169.9997,-13.9717,19960228,2947,2269,2356.4,7.606116785
154.0527,-24.872,20090617,3870,2274.9,2365.7,7.613031924
-170.0008,-27.5013,20010610,5495,2314.3,2402.8,7.589735012
155,41,20000607,5529,2213.3,2263.4,7.532369814
137.0083,25.0007,19990923,5022,2338,2405,7.623619373
-110.3325,-2.6665,19940411,3901,2331.9,2422,7.597265921
-174.951,46.9937,19990604,5918,2072.1,2222.6,7.855807408
-114.6685,-16.7542,20090505,3258,2271.6,2318.4,7.449018671
141.559,24.2437,20060104,1329,2229.9,2299.6,7.54639736
160.011,47.0038,19990528,5300,2325.3,2412.7,7.58495719
169.8333,-17.8333,19940609,2150,2093.8,2328.9,7.950024497
131.5962,24.2537,20060110,2381,2297.8,2329.9,7.440101401
179.0033,45.0033,19930714,5746,2215.4,2282.9,7.542687065
-103.0003,-29.2492,20080123,3177,2112.5,2273.1,7.836093303
-169.99,-26.4957,19960221,5575,2139.4,2283.4,7.756883005
-170.0048,-47.9967,19960129,5270,2257.8,2368.2,7.612284604
149.3227,11.1652,20050617,5814,2303.8,2405.8,7.630144569
-163.0055,-17.4972,20090529,4830,1975.7,2334,8.212428837
179.0023,-1.5478,20071204,5455,2338.6,2416.8,7.590618101
162.5,41,20010619,5563,2325.8,2412.7,7.610057144
-165.0287,25.972,19941005,4570,1978.7,2326.2,8.188735927
149.3795,40.6235,20070731,5349,2345.8,2418,7.573981604
169.33,-17.8313,20090609,2644,2165.3,2289.9,7.696188534
-128.6722,-16.7518,20090510,3945,2310.3,2396,7.599601705
-166.7315,24.5052,20051130,3370,2352.4,2419.5,7.564971534
